G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,BAT_ORDER_NO,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20210403SSWO0,20210403,WO,SS,0,B,50312,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,51324,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20210403SSWO0,20210403,SS,WO,0,T,51463,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20210403SSWO0,20210403,SS,WO,0,T,61404,1,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,62332,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,SS,WO,0,T,62404,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20210403SSWO0,20210403,SS,WO,0,T,62415,1,1,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20210403SSWO0,20210403,SS,WO,0,T,64407,1,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,65362,1,9,4,3,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1
20210403SSWO0,20210403,WO,SS,0,B,65586,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20210403SSWO0,20210403,WO,SS,0,B,67304,1,7,4,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,67341,1,3,4,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,68305,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,68346,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20210403SSWO0,20210403,SS,WO,0,T,69453,1,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,74163,1,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
20210403SSWO0,20210403,SS,WO,0,T,74540,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
20210403SSWO0,20210403,WO,SS,0,B,75125,1,4,4,4,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
20210403SSWO0,20210403,SS,WO,0,T,75566,1,5,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
20210403SSWO0,20210403,WO,SS,0,B,78168,1,5,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
20210403SSWO0,20210403,WO,SS,0,B,79365,1,8,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
20210403SSWO0,20210403,SS,WO,0,T,79402,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20210404HHKT0,20210404,HH,KT,0,T,50704,1,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1
