G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,BAT_ORDER_NO,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20160401HHLG0,20160401,HH,LG,0,T,60404,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,61102,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,61186,1,7,4,4,2,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
20160401HHLG0,20160401,LG,HH,0,B,62164,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,HH,LG,0,T,62700,1,9,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,63077,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,63123,1,9,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20160401HHLG0,20160401,HH,LG,0,T,64086,1,7,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,2,0
20160401HHLG0,20160401,LG,HH,0,B,64153,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
20160401HHLG0,20160401,LG,HH,0,B,65103,1,5,5,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1
20160401HHLG0,20160401,LG,HH,0,B,65115,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,HH,LG,0,T,66740,1,5,6,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
20160401HHLG0,20160401,HH,LG,0,T,71347,1,2,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
20160401HHLG0,20160401,HH,LG,0,T,71610,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20160401HHLG0,20160401,HH,LG,0,T,71752,1,4,6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.25,4,1
20160401HHLG0,20160401,LG,HH,0,B,71842,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,72133,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20160401HHLG0,20160401,HH,LG,0,T,73136,1,3,5,4,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1
20160401HHLG0,20160401,HH,LG,0,T,74729,1,6,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,2,0
20160401HHLG0,20160401,LG,HH,0,B,74823,1,1,6,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0
20160401HHLG0,20160401,HH,LG,0,T,75808,1,1,6,4,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0
20160401HHLG0,20160401,LG,HH,0,B,76100,1,4,5,5,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0.5,2,1
20160401HHLG0,20160401,LG,HH,0,B,78217,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,79150,1,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0
20160401HHLG0,20160401,LG,HH,0,B,79192,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,LG,HH,0,B,79198,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HHLG0,20160401,HH,LG,0,T,95158,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20160401HHLG0,20160401,HH,LG,0,T,98144,1,8,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
20160401HHLG0,20160401,LG,HH,0,B,99606,1,6,5,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
20160401HTNC0,20160401,HT,NC,0,T,61743,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
20160401HTNC0,20160401,NC,HT,0,B,62907,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0
20160401HTNC0,20160401,NC,HT,0,B,62934,1,2,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
20160401HTNC0,20160401,NC,HT,0,B,62947,1,3,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20160401HTNC0,20160401,HT,NC,0,T,64646,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20160401HTNC0,20160401,HT,NC,0,T,64699,1,4,4,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160401HTNC0,20160401,NC,HT,0,B,64914,1,4,4,4,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20160401HTNC0,20160401,HT,NC,0,T,65653,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20160401HTNC0,20160401,HT,NC,0,T,70410,1,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20160401HTNC0,20160401,HT,NC,0,T,70756,1,5,4,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
