G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
20190323HHOB0,20190323,OB,HH,0,B,33,28,5,5,6,1,0,1,0,0,0,0,5,0,0,3,1,0,4,0.5,4,2
20190323HHOB0,20190323,HH,OB,0,T,42,34,4,4,12,1,0,0,0,1,1,1,5,0,1,7,2,1,11,0.2,10,2
20190323KTSK0,20190323,SK,KT,0,B,37,31,6,7,8,1,0,2,1,0,0,0,6,0,0,5,1,1,6,0.375,8,3
20190323KTSK0,20190323,KT,SK,0,T,39,36,4,4,9,0,0,1,0,0,0,0,3,0,0,10,1,1,8,0.2,10,2
20190323LGHT0,20190323,HT,LG,0,B,33,28,0,0,3,1,0,0,0,0,1,0,3,0,1,6,1,0,6,0,9,0
20190323LGHT0,20190323,LG,HT,0,T,34,31,2,2,8,3,0,0,0,0,0,0,3,0,0,12,3,0,5,0.142857143,7,1
20190323SSNC0,20190323,NC,SS,0,B,36,31,7,7,8,0,0,3,0,1,0,0,5,0,0,7,0,2,5,0.25,4,1
20190323SSNC0,20190323,SS,NC,0,T,31,29,0,0,4,0,0,0,0,0,0,0,2,0,0,5,3,0,4,0,3,0
20190323WOLT0,20190323,LT,WO,0,B,37,35,4,4,7,2,0,0,1,0,0,0,1,0,1,11,0,2,6,0.230769231,13,3
20190323WOLT0,20190323,WO,LT,0,T,44,40,7,7,14,1,0,2,0,1,1,0,3,0,0,7,1,2,10,0.294117647,17,5
20190324HHOB0,20190324,OB,HH,0,B,30,28,1,1,3,0,0,0,0,0,0,0,1,0,1,8,2,3,2,0.333333333,3,1
20190324HHOB0,20190324,HH,OB,0,T,43,37,10,11,9,2,0,0,0,0,0,1,5,0,0,11,1,0,5,0.5,10,5
20190324KTSK0,20190324,SK,KT,0,B,36,33,6,6,9,1,0,2,4,0,0,0,3,0,0,5,0,0,6,0.333333333,9,3
20190324KTSK0,20190324,KT,SK,0,T,37,33,3,3,7,1,0,0,6,1,0,0,3,0,1,10,0,1,7,0.272727273,11,3
20190324LGHT0,20190324,LG,HT,0,T,46,40,8,9,12,3,0,2,1,1,0,0,6,0,0,5,0,0,10,0.272727273,11,3
20190324LGHT0,20190324,HT,LG,0,B,36,36,3,3,9,2,0,0,0,0,0,0,0,0,0,10,1,2,6,0.25,8,2
20190324SSNC0,20190324,NC,SS,0,B,38,37,3,3,8,0,0,1,1,0,0,0,0,0,1,5,0,2,8,0.125,8,1
20190324SSNC0,20190324,SS,NC,0,T,42,30,3,4,5,2,0,0,0,0,2,0,7,0,3,7,0,2,11,0.125,16,2
20190324WOLT0,20190324,LT,WO,0,B,35,31,6,6,9,2,0,1,1,0,2,0,2,0,0,7,0,1,5,0.285714286,7,2
20190324WOLT0,20190324,WO,LT,0,T,35,33,2,2,6,2,0,0,0,1,0,0,2,0,0,12,0,1,6,0.333333333,6,2
20190326HHHT0,20190326,HH,HT,0,T,46,38,13,13,16,5,0,3,1,1,0,1,6,0,1,7,3,2,6,0.538461538,13,7
20190326HHHT0,20190326,HT,HH,0,B,44,37,6,7,8,2,1,0,0,0,0,0,6,0,1,8,0,0,10,0.307692308,13,4
20190326KTNC0,20190326,KT,NC,0,T,51,45,8,8,13,1,0,2,0,0,0,0,6,0,0,16,1,5,10,0.363636364,11,4
20190326KTNC0,20190326,NC,KT,0,B,51,43,9,9,12,1,1,5,0,1,1,0,6,2,1,10,2,2,10,0.272727273,11,3
20190326LGSK0,20190326,SK,LG,0,B,33,33,3,3,8,3,0,1,0,0,0,0,0,0,0,12,1,0,3,0.333333333,9,3
20190326LGSK0,20190326,LG,SK,0,T,38,31,6,6,5,2,0,1,0,0,0,1,5,0,1,2,0,0,5,0.285714286,7,2
20190326SSLT0,20190326,LT,SS,0,B,36,34,6,7,9,2,0,0,0,0,0,0,2,0,0,4,2,0,5,0.5,8,4
20190326SSLT0,20190326,SS,LT,0,T,33,31,2,2,4,1,0,1,0,0,0,0,2,0,0,10,0,2,4,0,3,0
20190326WOOB0,20190326,OB,WO,0,B,37,30,7,7,7,1,0,1,0,0,0,0,7,0,0,5,0,0,6,0.5,4,2
20190326WOOB0,20190326,WO,OB,0,T,39,33,2,2,6,2,0,0,0,0,0,0,5,0,1,8,0,0,10,0.222222222,9,2
20190327HHHT0,20190327,HT,HH,0,B,45,36,9,9,13,6,0,1,3,1,0,0,9,0,0,8,0,1,12,0.272727273,22,6
20190327HHHT0,20190327,HH,HT,0,T,40,35,4,4,9,4,0,1,0,0,0,0,5,0,0,7,1,0,9,0.1,10,1
20190327KTNC0,20190327,KT,NC,0,T,38,33,1,1,8,1,0,0,0,1,0,1,4,0,0,5,1,0,10,0,6,0
20190327KTNC0,20190327,NC,KT,0,B,29,28,4,4,6,1,0,1,1,1,0,0,1,0,0,7,1,1,1,0,3,0
20190327LGSK0,20190327,LG,SK,0,T,46,40,0,1,9,1,0,0,1,0,0,0,6,0,0,10,2,1,12,0.166666667,12,2
20190327LGSK0,20190327,SK,LG,0,B,39,37,2,2,5,3,0,1,0,0,0,0,1,0,1,10,0,1,6,0.2,5,1
20190327SSLT0,20190327,SS,LT,0,T,62,51,23,23,24,3,1,8,0,1,0,0,11,0,0,10,0,0,12,0.3125,16,5
20190327SSLT0,20190327,LT,SS,0,B,40,35,4,4,8,3,0,2,0,0,0,0,5,0,0,7,0,1,9,0.1,10,1
20190327WOOB0,20190327,WO,OB,0,T,38,35,2,2,6,0,0,1,0,0,1,0,2,0,0,7,0,0,6,0,2,0
20190327WOOB0,20190327,OB,WO,0,B,38,33,3,3,12,1,0,0,0,1,0,0,4,0,1,6,5,0,7,0.444444444,9,4
20190328HHHT0,20190328,HH,HT,0,T,33,30,4,4,5,3,0,0,1,1,0,1,2,0,0,10,0,0,2,0.5,4,2
20190328HHHT0,20190328,HT,HH,0,B,38,31,6,6,9,2,0,3,0,1,0,0,7,0,0,3,0,0,8,0.222222222,9,2
20190328KTNC0,20190328,NC,KT,0,B,35,32,6,6,9,1,0,2,0,0,0,0,2,0,1,5,1,0,5,0.375,8,3
20190328KTNC0,20190328,KT,NC,0,T,41,37,2,2,11,0,0,1,0,0,0,0,2,0,2,6,1,0,12,0.142857143,7,1
20190328LGSK0,20190328,SK,LG,0,B,32,27,3,3,4,1,0,1,0,1,0,1,4,0,0,8,1,0,3,0,2,0
20190328LGSK0,20190328,LG,SK,0,T,30,29,1,1,2,0,0,1,0,0,0,0,1,0,0,9,0,0,2,0,0,0
20190328SSLT0,20190328,SS,LT,0,T,51,38,10,12,12,1,0,2,2,0,1,1,11,1,0,9,2,1,12,0.235294118,17,4
