GYEAR,PCODE,NAME,T_ID,POSITION,AGE_VA,MONEY
2020,50009,최지효,KT,내,18,2700만원
2020,50030,소형준,KT,투,18,2700만원
2020,50036,이강준,KT,투,18,2700만원
2020,50040,데스파이네,KT,투,33,450000달러
2020,50054,천성호,KT,내,22,2700만원
2020,50066,강현우,KT,포,19,2700만원
2020,50092,윤준혁,KT,내,18,2700만원
2020,50096,한지용,KT,포,18,2700만원
2020,50109,성재헌,LG,투,22,2700만원
2020,50126,이민호,LG,투,18,2700만원
2020,50150,손호영,LG,내,25,2700만원
2020,50157,김윤식,LG,투,20,2700만원
2020,50165,라모스,LG,내,25,300000달러
2020,50167,이주형,LG,내,19,2700만원
2020,50202,안권수,OB,외,27,2700만원
2020,50203,권휘,OB,투,19,2700만원
2020,50204,박지훈,OB,내,19,2700만원
2020,50208,오명진,OB,내,18,2700만원
2020,50211,제환유,OB,투,19,2700만원
2020,50234,플렉센,OB,투,26,600000달러
2020,50244,장규빈,OB,포,19,2700만원
2020,50262,이주엽,OB,투,19,2700만원
2020,50293,양찬열,OB,외,23,2700만원
2020,50296,조제영,OB,투,19,2700만원
2020,50298,최세창,OB,투,19,2700만원
2020,50300,모터,WO,내,30,200000달러
2020,50304,김병휘,WO,내,19,2700만원
2020,50350,러셀,WO,내,26,539996달러
2020,50354,이종민,WO,투,19,2700만원
2020,50357,박주홍,WO,외,19,2700만원
2020,50360,김동혁,WO,투,18,2700만원
2020,50365,문찬종,WO,내,29,2700만원
2020,50397,박관진,WO,투,23,2700만원
2020,50404,뷰캐넌,SS,투,31,600000달러
2020,50430,홍원표,SS,투,19,2700만원
2020,50441,황동재,SS,투,18,2700만원
2020,50449,허윤동,SS,투,19,2700만원
2020,50458,김지찬,SS,내,19,2700만원
2020,50464,이승민,SS,투,19,2700만원
2020,50468,살라디노,SS,내,30,700000달러
2020,50469,팔카,SS,외,28,100000달러
2020,50506,마차도,LT,내,28,300000달러
2020,50524,샘슨,LT,투,28,500000달러
2020,50556,최준용,LT,투,18,2700만원
2020,50558,스트레일리,LT,투,31,500000달러
2020,50563,박재민,LT,투,18,2700만원
2020,50584,정도웅,LT,내,19,2700만원
2020,50592,박명현,LT,투,19,2700만원
2020,50596,홍민기,LT,투,18,2700만원
2020,50600,홍종표,HT,내,20,2700만원
2020,50604,유지성,HT,투,19,2700만원
2020,50636,브룩스,HT,투,30,479000달러
2020,50640,가뇽,HT,투,30,650000달러
2020,50657,박민,HT,내,19,2700만원
2020,50662,정해영,HT,투,18,2700만원
2020,50704,임종찬,HH,외,18,2700만원
2020,50705,강재민,HH,투,23,2700만원
2020,50706,장웅정,HH,투,23,2700만원
2020,50707,최인호,HH,외,20,2700만원
2020,50709,박정현,HH,내,18,2700만원
2020,50720,남지민,HH,투,19,2700만원
2020,50726,한승주,HH,투,19,2700만원
2020,50730,반즈,HH,외,34,50000달러
2020,50758,신지후,HH,투,19,2700만원
2020,50802,화이트,SK,내,29,NULL
2020,50813,양선률,SK,투,23,2700만원
2020,50815,킹엄,SK,투,28,500000달러
2020,50819,이거연,SK,내,23,2700만원
2020,50835,핀토,SK,투,26,450000달러
2020,50840,현원회,SK,포,19,2700만원
2020,50848,김성민,SK,내,19,2700만원
2020,50854,최지훈,SK,외,22,2700만원
2020,50859,오원석,SK,투,19,2700만원
2020,50868,류효승,SK,외,23,2700만원
2020,50900,임형원,NC,투,18,2700만원
2020,50901,안인산,NC,투,19,2700만원
2020,50912,라이트,NC,투,30,800000달러
2020,50923,알테어,NC,외,29,800000달러
2020,50992,김태경,NC,투,19,2700만원
2020,50995,정구범,NC,투,20,2700만원
2020,50996,박시원,NC,외,19,2700만원
2020,60100,백진우,HH,외,32,5300만원
2020,60140,신정락,HH,투,33,12000만원
2020,60146,이승현,SS,투,28,10000만원
2020,60181,김지용,LG,투,32,11000만원
2020,60263,이재학,NC,투,29,27500만원
2020,60264,정대현,WO,투,28,4500만원
2020,60288,김응민,SS,포,28,3200만원
2020,60336,문성현,WO,투,28,4200만원
2020,60337,김대유,LG,투,29,4500만원
2020,60339,김건태,NC,투,28,9000만원
2020,60343,이해창,HH,포,33,5500만원
2020,60523,정훈,LT,외,32,6400만원
2020,60558,오태곤,SK,내,28,9500만원
2020,60559,박시영,LT,투,31,7900만원
2020,60566,이상호,NC,내,31,10000만원
2020,60634,임기준,HT,투,28,8700만원
2020,60757,김경태,HH,투,29,3600만원
2020,60768,이태양,SK,투,30,14000만원
2020,60841,박종훈,SK,투,28,29000만원
2020,60845,문광은,LG,투,32,7500만원
2020,61101,임찬규,LG,투,27,13500만원
2020,61102,유강남,LG,포,27,23000만원
2020,61145,이우찬,LG,투,27,7500만원
2020,61156,송윤준,HH,투,27,2700만원
2020,61186,이천웅,LG,외,31,28000만원
2020,61197,최영진,SS,내,32,8000만원
2020,61204,김동한,LT,내,32,4500만원
2020,61208,정진호,HH,외,31,11300만원
2020,61214,이현호,HH,투,27,4500만원
2020,61268,양현,WO,투,27,9000만원
2020,61295,강동연,NC,투,27,3400만원
2020,61353,고종욱,SK,외,31,17000만원
2020,61360,김도현,KT,외,27,3000만원
2020,61365,김대우,SS,투,31,11500만원
2020,61404,김헌곤,SS,외,31,19000만원
2020,61411,심창민,SS,투,27,28000만원
2020,61456,윤영삼,WO,투,27,9800만원
2020,61457,임현준,SS,투,31,11000만원
2020,61554,김민하,HH,외,31,4500만원
2020,61565,장국헌,LT,투,28,2700만원
2020,61566,허일,LT,외,27,4100만원
2020,61643,홍건희,OB,투,27,5300만원
2020,61700,강경학,HH,내,27,7800만원
2020,61743,오준혁,SK,외,28,3000만원
2020,61869,정진기,SK,외,27,4600만원
2020,61895,서진용,SK,투,27,20000만원
2020,61962,김정후,WO,투,31,3500만원
2020,62025,이원재,NC,내,31,7100만원
2020,62056,정영일,SK,투,31,11000만원
2020,62146,최성훈,LG,투,30,4700만원
2020,62160,신동훈,LT,투,26,3000만원
2020,62234,류지혁,HT,내,26,10500만원
2020,62242,윤명준,OB,투,31,21000만원
2020,62244,박세혁,OB,포,30,23200만원
2020,62263,변시원,HT,투,27,5000만원
2020,62265,유민상,HT,내,31,6000만원
2020,62294,이동원,OB,투,26,2700만원
2020,62332,김재현,WO,포,27,7000만원
2020,62353,박정음,WO,외,31,4300만원
2020,62356,김규민,WO,외,27,5400만원
2020,62360,김태훈,WO,투,28,8000만원
2020,62363,한현희,WO,투,27,29000만원
2020,62404,구자욱,SS,외,27,28000만원
2020,62409,박찬도,SS,외,31,5000만원
2020,62415,박해민,SS,외,30,30000만원
2020,62499,이현동,SS,외,27,2900만원
2020,62528,김원중,LT,투,27,10000만원
2020,62537,윤수강,NC,포,30,3200만원
2020,62556,신본기,LT,내,31,12500만원
2020,62558,김준태,LT,포,25,3800만원
2020,62595,정태승,LT,투,32,2800만원
2020,62611,임준섭,HH,투,30,8800만원
2020,62648,김윤동,HT,투,27,13000만원
2020,62655,홍성민,NC,투,30,10000만원
2020,62700,하주석,HH,내,26,14000만원
2020,62754,임기영,HT,투,27,7000만원
2020,62797,양성우,HH,외,31,7000만원
2020,62802,박승욱,KT,내,27,8000만원
2020,62864,김민식,HT,포,31,8800만원
2020,62869,문승원,SK,투,30,25700만원
2020,62884,최항,SK,내,26,7500만원
2020,62893,최정민,HT,내,31,3500만원
2020,62895,한동민,SK,외,30,25000만원
2020,62907,박민우,NC,내,27,52000만원
2020,62908,황윤호,HT,내,26,5000만원
2020,62920,노성호,SS,투,30,4000만원
2020,62925,강진성,NC,외,26,3800만원
2020,62931,노진혁,NC,내,30,14000만원
2020,62934,김성욱,NC,외,27,12000만원
2020,62937,신재영,WO,투,30,7000만원
2020,62947,나성범,NC,외,30,50000만원
2020,62951,이형범,OB,투,26,14200만원
2020,62966,최금강,NC,투,31,10000만원
2020,63103,류원석,LG,투,30,3000만원
2020,63104,조근종,KT,투,30,3300만원
2020,63123,강승호,SK,내,26,4800만원
