GYEAR,PCODE,NAME,T_ID,POSITION,AGE_VA,MONEY
2021,50030,소형준,KT,투,19,14000만원
2021,50036,이강준,KT,투,19,3000만원
2021,50040,데스파이네,KT,투,34,500000달러
2021,50054,천성호,KT,내,23,4000만원
2021,50066,강현우,KT,포,20,3000만원
2021,50092,윤준혁,KT,내,19,3000만원
2021,50126,이민호,LG,투,19,7000만원
2021,50150,손호영,LG,내,26,3700만원
2021,50157,김윤식,LG,투,21,5000만원
2021,50165,라모스,LG,내,26,600000달러
2021,50167,이주형,LG,내,20,3000만원
2021,50202,안권수,OB,외,28,3500만원
2021,50203,권휘,OB,투,20,3200만원
2021,50204,박지훈,OB,내,20,3100만원
2021,50205,박웅,OB,투,23,3000만원
2021,50208,오명진,OB,내,19,3100만원
2021,50244,장규빈,OB,포,20,3000만원
2021,50262,이주엽,OB,투,20,3100만원
2021,50296,조제영,OB,투,20,3100만원
2021,50298,최세창,OB,투,20,3100만원
2021,50304,김병휘,WO,내,20,3000만원
2021,50312,신준우,WO,내,20,3000만원
2021,50354,이종민,WO,투,20,3000만원
2021,50357,박주홍,WO,외,20,3000만원
2021,50360,김동혁,WO,투,19,3000만원
2021,50365,문찬종,WO,내,30,3000만원
2021,50397,박관진,WO,투,24,3000만원
2021,50404,뷰캐넌,SS,투,32,900000달러
2021,50430,홍원표,SS,투,20,3100만원
2021,50441,황동재,SS,투,19,3100만원
2021,50449,허윤동,SS,투,20,4500만원
2021,50458,김지찬,SS,내,20,7000만원
2021,50464,이승민,SS,투,20,3700만원
2021,50506,마차도,LT,내,29,500000달러
2021,50556,최준용,LT,투,19,4200만원
2021,50558,스트레일리,LT,투,32,900000달러
2021,50563,박재민,LT,투,19,3000만원
2021,50592,박명현,LT,투,20,3200만원
2021,50596,홍민기,LT,투,19,3100만원
2021,50636,브룩스,HT,투,31,1000000달러
2021,50650,최용준,HT,투,19,3000만원
2021,50657,박민,HT,내,20,3000만원
2021,50662,정해영,HT,투,19,7000만원
2021,50704,임종찬,HH,외,19,3600만원
2021,50705,강재민,HH,투,24,7900만원
2021,50706,장웅정,HH,투,24,3300만원
2021,50707,최인호,HH,외,21,3400만원
2021,50709,박정현,HH,내,19,3400만원
2021,50720,남지민,HH,투,20,3000만원
2021,50726,한승주,HH,투,20,3000만원
2021,50758,신지후,HH,투,20,3000만원
2021,50813,양선률,SK,투,24,3000만원
2021,50815,킹험,HH,투,29,250000달러
2021,50820,전의산,SK,내,20,3000만원
2021,50840,현원회,SK,포,20,3000만원
2021,50848,김성민,SK,내,20,3000만원
2021,50854,최지훈,SK,외,23,8000만원
2021,50859,오원석,SK,투,20,3000만원
2021,50868,류효승,SK,외,24,3000만원
2021,50901,안인산,NC,투,20,3000만원
2021,50923,알테어,NC,외,30,1100000달러
2021,50992,김태경,NC,투,20,3000만원
2021,50996,박시원,NC,외,20,3000만원
2021,51003,권동진,KT,내,22,3000만원
2021,51004,알몬테,KT,외,32,525000달러
2021,51005,김건형,KT,외,24,3000만원
2021,51013,유준규,KT,내,18,3000만원
2021,51057,신범준,KT,투,19,3000만원
2021,51058,한차현,KT,투,22,3000만원
2021,51060,지명성,KT,투,19,3000만원
2021,51100,이영빈,LG,내,19,3000만원
2021,51136,수아레즈,LG,투,28,400000달러
2021,51143,강효종,LG,투,18,3000만원
2021,51154,김진수,LG,투,22,3000만원
2021,51163,조건희,LG,투,19,3000만원
2021,51203,안재석,OB,내,19,3000만원
2021,51230,김동주,OB,투,19,3000만원
2021,51234,로켓,OB,투,27,493000달러
2021,51257,미란다,OB,투,32,550000달러
2021,51264,최승용,OB,투,20,3000만원
2021,51269,강현구,OB,외,19,3000만원
2021,51294,김도윤,OB,투,19,3000만원
2021,51295,임태윤,OB,내,18,3000만원
2021,51301,김성진,WO,투,23,3000만원
2021,51302,이주형,WO,외,19,3000만원
2021,51324,프레이타스,WO,내,32,550000달러
2021,51334,스미스,WO,투,33,500000달러
2021,51344,김휘집,WO,내,19,3000만원
2021,51359,장재영,WO,투,19,3000만원
2021,51439,몽고메리,SS,투,32,450000달러
2021,51454,이승현,SS,투,19,3000만원
2021,51460,이재희,SS,투,19,3000만원
2021,51462,홍무원,SS,투,19,3000만원
2021,51463,피렐라,SS,외,31,500000달러
2021,51466,오현석,SS,내,20,3000만원
2021,51468,주한울,SS,외,19,3000만원
2021,51516,김진욱,LT,투,19,3000만원
2021,51528,손성빈,LT,포,19,3000만원
2021,51546,정우준,LT,투,21,3000만원
2021,51551,나승엽,LT,내,19,3000만원
2021,51560,이주찬,LT,내,22,3000만원
2021,51567,프랑코,LT,투,28,245000달러
2021,51586,김창훈,LT,투,19,3000만원
2021,51594,송재영,LT,투,19,3000만원
2021,51619,멩덴,HT,투,28,425000달러
2021,51640,권혁경,HT,포,19,3000만원
2021,51645,박건우,HT,투,23,3000만원
2021,51648,이의리,HT,투,19,3000만원
2021,51665,장민기,HT,투,19,3000만원
2021,51666,김원경,HT,내,20,3000만원
2021,51668,이승재,HT,투,20,3000만원
2021,51706,장지승,HH,외,23,3000만원
2021,51715,김기중,HH,투,18,3000만원
2021,51722,카펜터,HH,투,30,300000달러
2021,51725,힐리,HH,내,29,500000달러
2021,51761,배동현,HH,투,23,3000만원
2021,51762,장규현,HH,포,19,3000만원
2021,51764,정민규,HH,내,18,3000만원
2021,51767,송호정,HH,내,19,3000만원
2021,51796,조은,HH,투,20,3000만원
2021,51809,조요한,SK,투,21,3000만원
2021,51817,추신수,SK,외,38,270000만원
2021,51833,가빌리오,SK,투,31,246000달러
2021,51834,르위키,SK,투,29,550000달러
2021,51863,폰트,SK,투,31,850000달러
2021,51865,조형우,SK,포,19,3000만원
2021,51867,김건우,SK,투,18,3000만원
2021,51868,고명준,SK,내,19,3000만원
2021,51895,장지훈,SK,투,22,3000만원
2021,51897,조병현,SK,투,19,3000만원
2021,51907,김주원,NC,내,18,3000만원
2021,51948,이용준,NC,투,19,3000만원
2021,51967,파슨스,NC,투,28,320000달러
2021,51991,오장한,NC,외,19,3000만원
2021,51994,한재승,NC,투,19,3000만원
2021,51996,오태양,NC,내,19,3000만원
2021,60140,신정락,HH,투,34,8000만원
2021,60146,이승현,SS,투,29,15000만원
2021,60181,김지용,LG,투,33,7000만원
2021,60263,이재학,NC,투,30,20000만원
2021,60288,김응민,SS,포,29,4900만원
2021,60336,문성현,WO,투,29,4500만원
2021,60337,김대유,LG,투,30,4000만원
2021,60339,김건태,NC,투,29,8000만원
2021,60343,이해창,HH,포,34,6000만원
2021,60523,정훈,LT,내,33,10000만원
2021,60558,오태곤,SK,외,29,8500만원
2021,60559,박시영,KT,투,32,6800만원
2021,60566,이상호,LG,내,32,9000만원
2021,60636,심동섭,HT,투,29,8000만원
2021,60768,이태양,SK,투,31,10000만원
2021,60841,박종훈,SK,투,29,32000만원
2021,61101,임찬규,LG,투,28,22000만원
2021,61102,유강남,LG,포,28,30000만원
2021,61145,이우찬,LG,투,28,5000만원
2021,61156,송윤준,HH,투,28,4000만원
2021,61186,이천웅,LG,외,32,19000만원
2021,61197,최영진,SS,내,33,7500만원
2021,61208,정진호,HH,외,32,12000만원
2021,61268,양현,WO,투,28,12000만원
2021,61295,강동연,NC,투,28,4400만원
2021,61353,고종욱,SK,외,32,11000만원
2021,61360,김도현,KT,외,28,3000만원
2021,61365,김대우,SS,투,32,15500만원
2021,61404,김헌곤,SS,외,32,16000만원
2021,61411,심창민,SS,투,28,28000만원
2021,61457,임현준,SS,투,32,10000만원
2021,61554,김민하,HH,외,32,4500만원
2021,61643,홍건희,OB,투,28,11000만원
2021,61700,강경학,HT,내,28,8700만원
2021,61743,오준혁,SK,외,29,4000만원
2021,61869,정진기,NC,외,28,3500만원
2021,61891,임정우,LG,투,30,10500만원
2021,61895,서진용,SK,투,28,17000만원
2021,61962,김정후,WO,투,32,3200만원
2021,62025,이원재,NC,내,32,6600만원
2021,62056,정영일,SK,투,32,6500만원
2021,62146,최성훈,LG,투,31,7200만원
2021,62234,류지혁,HT,내,27,10000만원
2021,62242,윤명준,OB,투,32,15600만원
2021,62244,박세혁,OB,포,31,26000만원
2021,62263,변시원,HT,투,28,4000만원
2021,62265,유민상,HT,내,32,10500만원
2021,62332,김재현,WO,포,28,7000만원
2021,62353,박정음,WO,외,32,4300만원
2021,62360,김태훈,WO,투,29,10000만원
2021,62363,한현희,WO,투,28,29000만원
2021,62404,구자욱,SS,외,28,36000만원
2021,62415,박해민,SS,외,31,38000만원
2021,62499,이현동,SS,외,28,3000만원
2021,62528,김원중,LT,투,28,17000만원
2021,62537,윤수강,NC,포,31,3100만원
2021,62556,신본기,KT,내,32,9200만원
2021,62558,김준태,LT,포,26,6500만원
2021,62595,정태승,LT,투,33,3200만원
2021,62611,임준섭,HH,투,31,5800만원
2021,62648,김윤동,HT,투,28,10000만원
2021,62655,홍성민,NC,투,31,11000만원
2021,62700,하주석,HH,내,27,13500만원
2021,62754,임기영,HT,투,28,10000만원
2021,62802,박승욱,KT,내,28,8000만원
2021,62864,김민식,HT,포,32,8500만원
2021,62869,문승원,SK,투,31,30000만원
2021,62884,최항,SK,내,27,5500만원
2021,62893,최정민,HT,내,32,3500만원
2021,62895,한유섬,SK,외,31,18000만원
2021,62907,박민우,NC,내,28,63000만원
2021,62908,황윤호,HT,내,27,4500만원
2021,62920,노성호,SS,투,31,7000만원
2021,62925,강진성,NC,내,27,12000만원
2021,62931,노진혁,NC,내,31,23000만원
2021,62937,신재영,SK,투,31,3000만원
