G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20190323HHOB0,20190323,HH,OB,0,T,60768,0,1,0,1, ,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
20190323HHOB0,20190323,OB,HH,0,B,62242,0,1,0,0, ,0,2,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1.5
20190323HHOB0,20190323,OB,HH,0,B,63248,0,1,0,1,S,0,2,15,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.5,3,6
20190323HHOB0,20190323,OB,HH,0,B,65543,1,0,0,0, ,0,17,93,27,24,9,1,0,0,0,1,0,0,2,0,1,5,1,0,0,0,2,2,1,1.941176471,3.75
20190323HHOB0,20190323,HH,OB,0,T,65769,0,1,0,0,L,0,0,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
20190323HHOB0,20190323,OB,HH,0,B,67266,0,1,0,0,W,0,2,13,4,3,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,3,3,0
20190323HHOB0,20190323,HH,OB,0,T,67703,0,1,0,0, ,0,4,11,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20190323HHOB0,20190323,HH,OB,0,T,69744,1,0,0,0, ,0,17,104,24,21,5,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,3,3,6,1.411764706,2.4
20190323HHOB0,20190323,OB,HH,0,B,73248,0,1,0,0, ,0,2,17,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0
20190323HHOB0,20190323,HH,OB,0,T,73801,0,1,0,0, ,0,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323HHOB0,20190323,OB,HH,0,B,76329,0,1,0,0, ,1,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,65056,0,1,0,0, ,0,1,18,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,0
20190323KTSK0,20190323,KT,SK,0,T,65058,0,1,0,0,L,0,3,20,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0
20190323KTSK0,20190323,SK,KT,0,B,65343,0,1,0,0, ,1,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,KT,SK,0,T,68036,0,1,0,1, ,0,3,18,4,2,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1.5,3,0
20190323KTSK0,20190323,KT,SK,0,T,69032,1,0,0,0, ,0,17,84,26,24,7,1,0,1,0,0,0,0,2,0,0,3,0,0,0,0,4,4,2.25,1.588235294,0.857142857
20190323KTSK0,20190323,SK,KT,0,B,69813,0,1,0,0,W,0,3,15,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323KTSK0,20190323,SK,KT,0,B,77829,1,0,0,0, ,0,18,110,29,26,8,0,0,1,0,0,0,0,3,0,0,7,1,0,0,0,4,4,0.666666667,1.833333333,1.285714286
20190323KTSK0,20190323,SK,KT,0,B,79847,0,1,0,1,S,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323LGHT0,20190323,LG,HT,0,T,60140,0,1,0,0, ,1,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20190323LGHT0,20190323,HT,LG,0,B,62648,0,1,0,1, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323LGHT0,20190323,HT,LG,0,B,63628,0,1,0,0, ,0,1,13,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
20190323LGHT0,20190323,HT,LG,0,B,65643,0,1,0,0, ,0,1,9,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,6,0
20190323LGHT0,20190323,HT,LG,0,B,65665,0,1,0,0, ,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20190323LGHT0,20190323,LG,HT,0,T,68135,1,0,0,0,W,0,21,93,26,22,3,1,0,0,0,0,1,0,2,0,1,4,1,0,0,0,0,0,0.333333333,0.714285714,0.75
20190323LGHT0,20190323,HT,LG,0,B,68639,0,1,0,0, ,0,4,23,5,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0
20190323LGHT0,20190323,HT,LG,0,B,77637,1,0,0,0,L,0,18,91,22,21,5,2,0,0,0,0,0,0,1,0,0,8,2,0,0,0,1,1,0.75,1,0.428571429
20190323LGHT0,20190323,LG,HT,0,T,78148,0,1,0,1,S,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,60146,0,1,0,0, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,61329,0,1,0,0, ,0,1,9,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,61457,0,1,0,1, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,NC,SS,0,B,64995,0,1,0,1, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,65496,0,1,0,0, ,0,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,67421,0,1,0,0, ,0,4,17,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,69413,1,0,0,0,L,0,11,86,23,18,8,0,0,3,0,1,0,0,5,0,0,3,0,0,0,1,7,7,6,9,10.5
20190323SSNC0,20190323,NC,SS,0,B,69934,1,0,0,0,W,0,22,96,25,23,3,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,1,0.857142857
20190323SSNC0,20190323,NC,SS,0,B,75867,0,1,0,0, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323SSNC0,20190323,SS,NC,0,T,77927,0,1,0,0, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,62363,0,1,0,0, ,1,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,63342,0,1,0,1,S,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,64565,0,1,0,0, ,0,2,19,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.5,3,6
20190323WOLT0,20190323,LT,WO,0,B,65509,0,1,0,1, ,0,3,7,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,65546,1,0,0,0,L,0,12,81,21,19,6,0,0,2,0,0,0,0,2,0,0,4,1,2,0,1,5,5,1.8,2.1,4
20190323WOLT0,20190323,WO,LT,0,T,67313,1,0,0,0,W,0,15,86,24,22,6,2,0,0,0,0,0,0,1,0,1,6,0,1,0,0,4,3,1.125,0.545454545,1.8
20190323WOLT0,20190323,LT,WO,0,B,68556,0,1,0,0, ,0,3,17,6,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,LT,WO,0,B,72523,0,1,0,0, ,0,3,15,5,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,0
20190323WOLT0,20190323,WO,LT,0,T,75342,0,1,0,0, ,1,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190323WOLT0,20190323,WO,LT,0,T,76430,0,1,0,0, ,1,3,12,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20190323WOLT0,20190323,LT,WO,0,B,79545,0,1,0,0, ,0,4,19,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.5,1
20190324HHOB0,20190324,OB,HH,0,B,61214,0,1,0,1, ,0,6,30,10,9,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,0,1.5
20190324HHOB0,20190324,OB,HH,0,B,62951,0,1,0,0, ,0,3,11,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
20190324HHOB0,20190324,HH,OB,0,T,69748,1,0,0,0,W,0,24,95,25,24,1,0,0,0,0,0,0,0,1,0,0,8,1,0,1,0,0,0,0,0.166666667,0.375
20190324HHOB0,20190324,OB,HH,0,B,74543,0,1,0,0, ,0,0,12,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0
20190324HHOB0,20190324,OB,HH,0,B,77211,1,0,0,0,L,0,18,103,27,24,4,1,0,0,0,0,0,0,3,0,0,9,0,0,0,0,6,2,0,1,1
20190324HHOB0,20190324,HH,OB,0,T,79764,0,1,0,1, ,0,3,18,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.5,0,0
20190324KTSK0,20190324,SK,KT,0,B,61895,0,1,0,0, ,0,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,64893,0,1,0,0, ,0,3,15,4,4,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,1,0
20190324KTSK0,20190324,KT,SK,0,T,65056,0,1,0,0,L,0,1,20,5,4,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,4,4,0,12,0
20190324KTSK0,20190324,KT,SK,0,T,65058,0,1,0,0, ,1,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,KT,SK,0,T,65062,0,1,0,1, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20190324KTSK0,20190324,SK,KT,0,B,68815,1,0,0,0, ,0,15,96,24,20,6,1,0,0,4,1,0,0,3,0,1,7,0,1,0,0,3,3,1.5,1.8,3
20190324KTSK0,20190324,KT,SK,0,T,69041,0,1,0,0, ,0,6,38,7,6,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.5,0
20190324KTSK0,20190324,KT,SK,0,T,75258,1,0,0,0, ,0,12,85,19,18,6,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1.5,1.75,0.6
