G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20210403SSWO0,20210403,SS,WO,0,T,50404,1,0,0,0,L,0,17,96,27,24,7,3,0,0,0,0,0,0,3,1,0,8,0,0,0,0,5,4,2.4,1.588235294,1.5
20210403SSWO0,20210403,SS,WO,0,T,61457,0,1,0,0, ,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,62360,0,1,0,0, ,0,3,21,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,69343,1,0,0,0,W,0,21,89,24,24,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,3,0.333333333,0.75
20210403SSWO0,20210403,SS,WO,0,T,73117,0,1,0,1, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,WO,SS,0,B,74359,0,1,0,1, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210403SSWO0,20210403,SS,WO,0,T,77927,0,1,0,0, ,0,3,24,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6
20210404HHKT0,20210404,KT,HH,0,B,50030,1,0,0,0, ,0,17,91,24,22,5,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,2,2,2,1.235294118,0.857142857
20210404HHKT0,20210404,HH,KT,0,T,50705,0,1,0,0, ,0,4,24,5,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.75,0
20210404HHKT0,20210404,KT,HH,0,B,65048,0,1,0,0, ,0,4,17,5,4,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0
20210404HHKT0,20210404,KT,HH,0,B,65060,0,1,0,0, ,0,3,9,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,1,0
20210404HHKT0,20210404,KT,HH,0,B,65062,0,1,0,1,W,0,2,11,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.5,1.5,0
20210404HHKT0,20210404,HH,KT,0,T,65764,1,0,0,0, ,0,15,77,20,18,4,1,0,1,2,0,0,1,1,0,0,3,0,0,0,0,2,2,0,1,1.5
20210404HHKT0,20210404,HH,KT,0,T,65769,0,1,0,1,L,0,3,21,6,4,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0,3,1.5
20210404HHKT0,20210404,HH,KT,0,T,67737,0,1,0,0, ,0,4,17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210404HHKT0,20210404,KT,HH,0,B,75340,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
20210404HTOB0,20210404,HT,OB,0,T,50636,1,0,0,0,L,0,22,92,28,27,7,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,2,1.5,0.954545455,0.375
20210404HTOB0,20210404,HT,OB,0,T,50662,0,1,0,1, ,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210404HTOB0,20210404,OB,HT,0,B,51234,1,0,0,0, ,0,17,83,23,22,7,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,1,1,0.75,1.411764706,1.285714286
20210404HTOB0,20210404,HT,OB,0,T,63950,0,1,0,0, ,0,1,13,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6
20210404HTOB0,20210404,OB,HT,0,B,64805,0,1,0,0, ,0,3,19,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20210404HTOB0,20210404,HT,OB,0,T,65665,0,1,0,0, ,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20210404HTOB0,20210404,OB,HT,0,B,67266,0,1,0,0,W,0,3,20,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
20210404HTOB0,20210404,OB,HT,0,B,69104,0,1,0,0, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210404HTOB0,20210404,OB,HT,0,B,77263,0,1,0,1,S,0,3,19,5,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20210404LGNC0,20210404,NC,LG,0,B,62655,0,1,0,0, ,0,1,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
20210404LGNC0,20210404,LG,NC,0,T,63248,0,1,0,0,W,0,4,32,6,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1.5,0
20210404LGNC0,20210404,NC,LG,0,B,63959,0,1,0,0,L,0,2,13,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0
20210404LGNC0,20210404,LG,NC,0,T,67119,0,1,0,1,S,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210404LGNC0,20210404,LG,NC,0,T,69103,1,0,0,0, ,0,15,98,22,19,5,1,0,1,0,1,0,0,2,0,1,6,0,0,0,0,1,1,0.75,1.4,1.8
20210404LGNC0,20210404,LG,NC,0,T,69159,0,1,0,0, ,1,5,8,4,4,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0.6,1
20210404LGNC0,20210404,NC,LG,0,B,69940,1,0,0,0, ,0,15,99,23,20,4,1,0,0,1,0,0,0,3,0,0,6,0,0,0,0,1,1,0.75,1.4,0.375
20210404LGNC0,20210404,NC,LG,0,B,75867,0,1,0,0, ,0,3,18,3,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20210404LGNC0,20210404,NC,LG,0,B,76118,0,1,0,1, ,0,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20210404LGNC0,20210404,NC,LG,0,B,78352,0,1,0,0, ,0,3,22,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6
20210404LTSK0,20210404,LT,SK,0,T,50556,0,1,0,1, ,0,3,26,5,5,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,6,6
20210404LTSK0,20210404,LT,SK,0,T,50558,1,0,0,0,L,0,18,107,25,23,7,1,0,2,2,0,0,0,2,0,0,5,2,1,0,0,3,3,0.5,1.5,3.75
20210404LTSK0,20210404,SK,LT,0,B,51834,1,0,0,0,W,0,18,86,23,23,7,1,0,1,0,1,0,0,0,0,0,3,1,0,0,0,2,2,1.5,1.166666667,2
20210404LTSK0,20210404,SK,LT,0,B,60768,0,1,0,0, ,1,3,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210404LTSK0,20210404,LT,SK,0,T,63543,0,1,0,0, ,0,3,15,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20210404LTSK0,20210404,SK,LT,0,B,76430,0,1,0,1,S,0,3,33,7,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.5,3,0
20210404LTSK0,20210404,SK,LT,0,B,79847,0,1,0,0, ,1,3,18,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
20210404SSWO0,20210404,SS,WO,0,T,60146,0,1,0,0, ,0,3,18,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
20210404SSWO0,20210404,WO,SS,0,B,61268,0,1,0,0, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210404SSWO0,20210404,SS,WO,0,T,61411,0,1,0,0, ,0,0,13,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20210404SSWO0,20210404,SS,WO,0,T,61457,0,1,0,0, ,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210404SSWO0,20210404,WO,SS,0,B,62360,0,1,0,0, ,0,3,12,5,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
20210404SSWO0,20210404,WO,SS,0,B,66018,0,1,0,0,W,0,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20210404SSWO0,20210404,WO,SS,0,B,67391,0,1,0,0, ,0,3,22,6,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6
20210404SSWO0,20210404,SS,WO,0,T,67421,0,1,0,1, ,0,3,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5
20210404SSWO0,20210404,WO,SS,0,B,67828,0,1,0,0, ,1,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20210404SSWO0,20210404,WO,SS,0,B,68341,1,0,0,0, ,0,9,75,17,14,4,1,0,0,1,0,0,0,2,0,1,4,0,1,1,0,3,1,1,2.25,1
20210404SSWO0,20210404,SS,WO,0,T,68403,0,1,0,0, ,0,3,17,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
20210404SSWO0,20210404,SS,WO,0,T,69439,1,0,0,0,L,0,14,94,25,19,6,1,0,1,1,0,0,0,4,0,2,5,0,0,0,0,6,6,3,2.625,0.375
20210404SSWO0,20210404,WO,SS,0,B,74359,0,1,0,1,S,0,3,14,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5
20210406HHSK0,20210406,HH,SK,0,T,50705,0,1,0,1, ,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210406HHSK0,20210406,HH,SK,0,T,51722,1,0,0,0, ,0,16,91,21,19,3,1,0,0,1,0,0,0,2,0,0,9,0,0,0,0,1,1,1.5,0.9375,0
20210406HHSK0,20210406,SK,HH,0,B,60768,0,1,0,0, ,1,3,14,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20210406HHSK0,20210406,SK,HH,0,B,60841,1,0,0,0,W,0,21,92,24,22,2,0,0,1,1,0,0,0,1,0,1,5,0,0,0,0,1,1,0,0.428571429,0
20210406HHSK0,20210406,HH,SK,0,T,63464,0,1,0,0, ,0,3,12,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
20210406HHSK0,20210406,HH,SK,0,T,63765,0,1,0,0,L,0,4,22,5,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0.75,3
20210406HHSK0,20210406,SK,HH,0,B,76430,0,1,0,1,S,0,3,18,4,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
