G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20180324HHWO0,20180324,WO,HH,0,B,63342,0,1,0,1,S,0,3,21,5,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20180324HHWO0,20180324,HH,WO,0,T,64759,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324HHWO0,20180324,WO,HH,0,B,65742,1,0,0,0,W,0,20,106,27,26,9,0,1,0,1,0,0,0,1,0,0,6,0,0,0,1,3,2,1.5,1.6,2.5
20180324HHWO0,20180324,HH,WO,0,T,65769,0,1,0,0, ,0,2,13,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
20180324HHWO0,20180324,HH,WO,0,T,67703,0,1,0,1, ,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324HHWO0,20180324,HH,WO,0,T,68703,0,1,0,0, ,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324HHWO0,20180324,HH,WO,0,T,68748,1,0,0,0,L,0,12,110,25,21,8,2,0,1,2,0,0,0,4,0,0,8,0,2,0,0,6,5,3.6,3,3
20180324HHWO0,20180324,HH,WO,0,T,73801,0,1,0,0, ,0,2,14,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324HHWO0,20180324,HH,WO,0,T,74167,0,1,0,0, ,0,2,16,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20180324HHWO0,20180324,WO,HH,0,B,75342,0,1,0,0, ,1,1,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
20180324HHWO0,20180324,WO,HH,0,B,76430,0,1,0,0, ,1,3,17,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5
20180324KTHT0,20180324,HT,KT,0,B,60634,0,1,0,0, ,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324KTHT0,20180324,HT,KT,0,B,62648,0,1,0,0,L,0,5,21,6,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.6,1.5
20180324KTHT0,20180324,KT,HT,0,T,64017,0,1,0,0,W,0,3,23,6,2,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,2,1.5,2,3
20180324KTHT0,20180324,KT,HT,0,T,65056,0,1,0,1,S,0,3,8,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
20180324KTHT0,20180324,KT,HT,0,T,65331,1,0,0,0, ,0,15,100,25,22,8,1,0,0,0,0,1,0,1,0,1,5,0,0,0,0,2,2,1.285714286,1.8,3.75
20180324KTHT0,20180324,HT,KT,0,B,66643,1,0,0,0, ,0,16,110,25,24,9,1,0,2,0,0,0,0,1,0,0,6,0,0,0,0,4,4,6,1.875,1.5
20180324KTHT0,20180324,HT,KT,0,B,76350,0,1,0,1, ,0,3,11,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20180324KTHT0,20180324,KT,HT,0,T,77563,0,1,0,0, ,1,3,16,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20180324KTHT0,20180324,KT,HT,0,T,78248,0,1,0,0, ,1,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20180324KTHT0,20180324,HT,KT,0,B,95657,0,1,0,0, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324LGNC0,20180324,LG,NC,0,T,60140,0,1,0,1, ,0,3,18,5,5,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,4.5,3
20180324LGNC0,20180324,LG,NC,0,T,61891,0,1,0,0, ,0,1,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
20180324LGNC0,20180324,LG,NC,0,T,68135,1,0,0,0,L,0,18,103,25,21,5,1,0,0,1,1,0,1,3,0,0,7,0,1,0,0,2,2,0,1.333333333,0.857142857
20180324LGNC0,20180324,NC,LG,0,B,68948,1,0,0,0,W,0,21,89,25,23,6,0,0,0,1,0,0,1,1,0,0,6,1,0,0,0,1,1,0,1,2
20180324LGNC0,20180324,NC,LG,0,B,75867,0,1,0,0, ,1,3,10,4,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
20180324LGNC0,20180324,NC,LG,0,B,76118,0,1,0,1,S,0,2,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324LGNC0,20180324,LG,NC,0,T,76650,0,1,0,0, ,0,2,11,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0
20180324LGNC0,20180324,NC,LG,0,B,79358,0,1,0,0, ,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324LTSK0,20180324,SK,LT,0,B,62056,0,1,0,0, ,1,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324LTSK0,20180324,LT,SK,0,T,63512,0,1,0,1, ,0,4,20,4,4,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0
20180324LTSK0,20180324,SK,LT,0,B,65856,1,0,0,0, ,0,15,102,24,21,6,2,0,0,0,0,0,0,3,0,0,10,0,1,0,0,4,3,1.5,1.8,2.4
20180324LTSK0,20180324,LT,SK,0,T,68526,1,0,0,0, ,0,12,104,24,17,5,1,0,0,2,0,0,1,6,0,0,2,0,1,0,0,5,4,2.5,2.75,3
20180324LTSK0,20180324,SK,LT,0,B,74838,0,1,0,0, ,1,3,16,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20180324LTSK0,20180324,SK,LT,0,B,75250,0,1,0,1,S,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324LTSK0,20180324,LT,SK,0,T,77318,0,1,0,0, ,0,6,27,7,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
20180324LTSK0,20180324,SK,LT,0,B,78819,0,1,0,0,W,0,3,26,6,4,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,1,1.5,3,6
20180324LTSK0,20180324,LT,SK,0,T,79545,0,1,0,0,L,0,2,15,5,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4.5,0
20180324SSOB0,20180324,SS,OB,0,T,61411,0,1,0,1,S,0,3,22,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,SS,OB,0,T,61457,0,1,0,0, ,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,OB,SS,0,B,63248,0,1,0,0, ,0,1,16,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
20180324SSOB0,20180324,OB,SS,0,B,65543,1,0,0,0,L,0,13,93,22,19,8,3,0,0,0,0,1,0,2,0,0,4,0,0,0,0,4,4,2.4,3,9
20180324SSOB0,20180324,OB,SS,0,B,66291,0,1,0,0, ,0,4,25,6,6,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,OB,SS,0,B,67266,0,1,0,0, ,0,4,11,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,OB,SS,0,B,68220,0,1,0,1, ,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,SS,OB,0,T,74454,1,0,0,0,W,0,20,76,25,25,6,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,3,3,2,0.428571429,1.5
20180324SSOB0,20180324,SS,OB,0,T,76610,0,1,0,0, ,1,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180324SSOB0,20180324,OB,SS,0,B,77263,0,1,0,0, ,0,4,20,7,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1.5,3,6
20180325HHWO0,20180325,HH,WO,0,T,64759,0,1,0,0, ,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20180325HHWO0,20180325,WO,HH,0,B,65320,1,0,0,0,L,0,15,92,24,21,8,2,0,0,2,1,0,0,1,0,2,4,1,0,0,0,3,3,2,1.714285714,4.5
20180325HHWO0,20180325,WO,HH,0,B,66018,0,1,0,0, ,0,5,22,6,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1.5
