G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20170331HHOB0,20170331,OB,HH,0,B,61240,1,0,0,0,W,0,24,112,30,26,4,0,0,0,0,1,1,0,3,0,0,7,0,1,0,0,0,0,0.6,0.857142857,1.5
20170331HHOB0,20170331,HH,OB,0,T,67742,1,0,0,0,L,0,18,89,22,18,1,1,0,0,2,0,0,2,0,0,2,6,0,0,0,0,2,0,0,0.166666667,0
20170331HHOB0,20170331,OB,HH,0,B,73226,0,1,0,1,S,0,3,17,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20170331HHOB0,20170331,HH,OB,0,T,74167,0,1,0,1, ,0,3,22,6,5,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.5
20170331HHOB0,20170331,HH,OB,0,T,74731,0,1,0,0, ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170331HHOB0,20170331,HH,OB,0,T,79764,0,1,0,0, ,0,2,18,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0
20170331HHOB0,20170331,HH,OB,0,T,99737,0,1,0,0, ,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20170331HTSS0,20170331,HT,SS,0,T,60636,0,1,0,0, ,0,3,11,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20170331HTSS0,20170331,SS,HT,0,B,61365,0,1,0,0, ,0,2,6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20170331HTSS0,20170331,HT,SS,0,T,62754,0,1,0,1, ,0,3,13,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5
20170331HTSS0,20170331,SS,HT,0,B,66492,0,1,0,0, ,0,1,25,5,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
20170331HTSS0,20170331,HT,SS,0,T,66643,1,0,0,0,W,0,21,91,26,25,6,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,1,1,0,0.857142857,1.285714286
20170331HTSS0,20170331,SS,HT,0,B,67435,1,0,0,0,L,0,19,104,26,24,4,1,1,1,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1,0.947368421,1.5
20170331HTSS0,20170331,SS,HT,0,B,67443,0,1,0,0, ,0,1,11,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0
20170331HTSS0,20170331,SS,HT,0,B,74630,0,1,0,1, ,0,3,20,5,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6
20170331HTSS0,20170331,SS,HT,0,B,77446,0,1,0,0, ,0,1,14,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,6,0
20170331KTSK0,20170331,KT,SK,0,T,64001,0,1,0,0, ,1,5,30,6,6,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6,0
20170331KTSK0,20170331,KT,SK,0,T,65062,0,1,0,1,S,0,3,13,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20170331KTSK0,20170331,KT,SK,0,T,65067,0,1,0,0, ,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20170331KTSK0,20170331,SK,KT,0,B,65856,1,0,0,0,L,0,18,91,26,25,7,2,0,1,0,0,0,0,1,1,0,8,0,0,0,0,3,2,2,1.333333333,0.857142857
20170331KTSK0,20170331,SK,KT,0,B,66859,0,1,0,0, ,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
