G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20190323HHOB0,20190323,OB,HH,0,B,0,0,W,1,27,151,42,34,12,1,0,0,0,1,1,1,5,0,1,7,2,1,0,0,4,4,1.2,0,3.857142857
20190323HHOB0,20190323,HH,OB,0,T,0,0,L,0,24,138,33,28,6,1,0,1,0,0,0,0,5,0,0,3,1,1,0,0,5,5,3,0,3
20190323KTSK0,20190323,KT,SK,0,T,0,0,L,0,24,140,37,31,8,1,0,2,1,0,0,0,6,0,0,5,1,0,0,0,7,6,2,0,1.5
20190323KTSK0,20190323,SK,KT,0,B,0,0,W,1,27,153,39,36,9,0,0,1,0,0,0,0,3,0,0,10,1,0,0,0,4,4,0.666666667,0,0.818181818
20190323LGHT0,20190323,LG,HT,0,T,0,0,W,1,27,119,33,28,3,1,0,0,0,0,1,0,3,0,1,6,1,0,0,0,0,0,0.272727273,0,0.545454545
20190323LGHT0,20190323,HT,LG,0,B,0,0,L,0,27,146,34,31,8,3,0,0,0,0,0,0,3,0,0,12,3,0,0,0,2,2,0.5,0,0.6
20190323SSNC0,20190323,NC,SS,0,B,0,0,W,0,27,123,31,29,4,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0.666666667
20190323SSNC0,20190323,SS,NC,0,T,0,0,L,0,24,144,36,31,8,0,0,3,0,1,0,0,5,0,0,7,0,0,0,1,7,7,4,0,4.2
20190323WOLT0,20190323,WO,LT,0,T,0,0,W,3,27,128,37,35,7,2,0,0,1,0,0,0,1,0,1,11,0,1,0,0,4,3,0.9,0,1.125
20190323WOLT0,20190323,LT,WO,0,B,0,0,L,0,27,158,44,40,14,1,0,2,0,1,1,0,3,0,0,7,1,2,0,1,7,7,1.285714286,0,3.857142857
20190324HHOB0,20190324,OB,HH,0,B,0,0,L,0,27,156,43,37,9,2,0,0,0,0,0,1,5,0,0,11,1,0,0,0,11,5,3.5,0,1.2
20190324HHOB0,20190324,HH,OB,0,T,0,0,W,0,27,113,30,28,3,0,0,0,0,0,0,0,1,0,1,8,2,0,1,0,1,1,1,0,0.333333333
20190324KTSK0,20190324,KT,SK,0,T,0,0,L,1,24,161,36,33,9,1,0,2,4,0,0,0,3,0,0,5,0,0,0,0,6,6,2,0,1.5
20190324KTSK0,20190324,SK,KT,0,B,0,0,W,0,27,139,37,33,7,1,0,0,6,1,0,0,3,0,1,10,0,1,0,0,3,3,1.5,0,1.875
20190324LGHT0,20190324,HT,LG,0,B,0,0,L,0,27,178,46,40,12,3,0,2,1,1,0,0,6,0,0,5,0,2,0,1,9,8,1.666666667,0,2
20190324LGHT0,20190324,LG,HT,0,T,0,0,W,0,27,124,36,36,9,2,0,0,0,0,0,0,0,0,0,10,1,1,0,1,3,1,1,0,1.333333333
20190324SSNC0,20190324,NC,SS,0,B,0,0,L,1,27,158,42,30,5,2,0,0,0,0,2,0,7,0,3,7,0,0,0,0,4,2,0.75,0,1.090909091
20190324SSNC0,20190324,SS,NC,0,T,0,0,W,1,27,136,38,37,8,0,0,1,1,0,0,0,0,0,1,5,0,1,0,0,3,3,0.428571429,0,0.6
20190324WOLT0,20190324,LT,WO,0,B,0,0,W,1,27,150,35,33,6,2,0,0,0,1,0,0,2,0,0,12,0,0,0,0,2,2,1.2,0,1.5
20190324WOLT0,20190324,WO,LT,0,T,0,0,L,0,24,144,35,31,9,2,0,1,1,0,2,0,2,0,0,7,0,2,0,0,6,6,1.285714286,0,1
20190326HHHT0,20190326,HT,HH,0,B,0,0,L,0,27,154,46,38,16,5,0,3,1,1,0,1,6,0,1,7,3,0,0,0,13,13,3,0,3.857142857
20190326HHHT0,20190326,HH,HT,0,T,0,0,W,1,27,181,44,37,8,2,1,0,0,0,0,0,6,0,1,8,0,1,1,0,7,6,2,0,2
20190326KTNC0,20190326,NC,KT,0,B,0,0,W,2,33,209,51,45,13,1,0,2,0,0,0,0,6,0,0,16,1,2,0,0,8,6,1.875,0,2.181818182
20190326KTNC0,20190326,KT,NC,0,T,0,0,L,0,32,200,51,43,12,1,1,5,0,1,1,0,6,2,1,10,2,1,0,0,9,7,1.666666667,0,0.923076923
20190326LGSK0,20190326,SK,LG,0,B,0,0,L,0,27,143,38,31,5,2,0,1,0,0,0,1,5,0,1,2,0,1,0,1,6,6,2,0,2.5
20190326LGSK0,20190326,LG,SK,0,T,0,0,W,1,27,128,33,33,8,3,0,1,0,0,0,0,0,0,0,12,1,1,0,0,3,3,1.285714286,0,0.272727273
20190326SSLT0,20190326,LT,SS,0,B,0,0,W,1,27,125,33,31,4,1,0,1,0,0,0,0,2,0,0,10,0,0,0,0,2,2,0,0,0.6
20190326SSLT0,20190326,SS,LT,0,T,0,0,L,0,24,166,36,34,9,2,0,0,0,0,0,0,2,0,0,4,2,0,0,1,7,6,4,0,1.125
20190326WOOB0,20190326,OB,WO,0,B,0,0,W,0,27,168,39,33,6,2,0,0,0,0,0,0,5,0,1,8,0,0,0,0,2,2,2.142857143,0,1.333333333
20190326WOOB0,20190326,WO,OB,0,T,0,0,L,0,24,162,37,30,7,1,0,1,0,0,0,0,7,0,0,5,0,0,0,0,7,7,7.5,0,4.8
20190327HHHT0,20190327,HT,HH,0,B,0,0,W,0,27,153,40,35,9,4,0,1,0,0,0,0,5,0,0,7,1,0,0,0,4,3,0.9,0,1.5
20190327HHHT0,20190327,HH,HT,0,T,0,0,L,0,24,178,45,36,13,6,0,1,3,1,0,0,9,0,0,8,0,3,0,0,9,9,1.6875,0,3.428571429
20190327KTNC0,20190327,KT,NC,0,T,0,0,L,0,24,95,29,28,6,1,0,1,1,1,0,0,1,0,0,7,1,0,0,0,4,3,0,0,2
20190327KTNC0,20190327,NC,KT,0,B,0,0,W,2,27,136,38,33,8,1,0,0,0,1,0,1,4,0,0,5,1,0,0,0,1,1,0,0,2.571428571
20190327LGSK0,20190327,LG,SK,0,T,0,0,L,0,31,154,39,37,5,3,0,1,0,0,0,0,1,0,1,10,0,0,0,0,2,2,1.5,0,0.6
20190327LGSK0,20190327,SK,LG,0,B,0,0,W,1,33,170,46,40,9,1,0,0,1,0,0,0,6,0,0,10,2,0,0,0,1,1,0.818181818,0,3.428571429
20190327SSLT0,20190327,LT,SS,0,B,0,0,L,0,27,241,62,51,24,3,1,8,0,1,0,0,11,0,0,10,0,1,0,0,23,21,3.272727273,0,4.875
20190327SSLT0,20190327,SS,LT,0,T,0,0,W,0,27,158,40,35,8,3,0,2,0,0,0,0,5,0,0,7,0,0,0,0,4,4,1,0,1.666666667
20190327WOOB0,20190327,OB,WO,0,B,0,0,W,0,30,144,38,35,6,0,0,1,0,0,1,0,2,0,0,7,0,0,0,0,2,2,0,0,0.6
20190327WOOB0,20190327,WO,OB,0,T,0,0,L,0,28,139,38,33,12,1,0,0,0,1,0,0,4,0,1,6,5,0,0,0,3,3,1.714285714,0,1.2
20190328HHHT0,20190328,HT,HH,0,B,0,0,W,0,27,137,33,30,5,3,0,0,1,1,0,1,2,0,0,10,0,0,0,0,4,4,2,0,0.6
20190328HHHT0,20190328,HH,HT,0,T,0,0,L,0,24,152,38,31,9,2,0,3,0,1,0,0,7,0,0,3,0,0,0,0,6,6,1.714285714,0,1
20190328KTNC0,20190328,KT,NC,0,T,0,0,L,0,24,127,35,32,9,1,0,2,0,0,0,0,2,0,1,5,1,0,0,0,6,6,2.4,0,1.5
20190328KTNC0,20190328,NC,KT,0,B,0,0,W,2,27,159,41,37,11,0,0,1,0,0,0,0,2,0,2,6,1,0,0,0,2,2,1,0,3
20190328LGSK0,20190328,SK,LG,0,B,0,0,W,0,27,107,30,29,2,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,1,1,0,0,0.333333333
20190328LGSK0,20190328,LG,SK,0,T,0,0,L,0,26,132,32,27,4,1,0,1,0,1,0,1,4,0,0,8,1,1,0,0,3,3,0,0,0.9
20190328SSLT0,20190328,LT,SS,0,B,0,0,L,0,27,200,51,38,12,1,0,2,2,0,1,1,11,1,0,9,2,2,0,0,12,10,1.875,0,2.333333333
20190328SSLT0,20190328,SS,LT,0,T,0,0,W,3,27,180,40,37,11,3,0,0,0,1,0,0,3,0,0,12,1,0,0,0,7,6,1.666666667,0,2
20190328WOOB0,20190328,WO,OB,0,T,0,0,W,0,27,150,38,32,9,0,0,0,1,0,0,0,6,0,0,4,3,0,0,0,4,4,3,0,1.875
20190328WOOB0,20190328,OB,WO,0,B,0,0,L,2,27,144,42,36,9,3,0,0,0,0,0,0,5,1,1,2,0,0,0,0,5,5,1.714285714,0,3
20190329HTKT0,20190329,KT,HT,0,B,0,0,W,1,27,130,35,33,7,1,0,0,0,0,0,1,1,0,0,13,0,0,0,0,3,3,1.5,0,1
20190329HTKT0,20190329,HT,KT,0,T,0,0,L,0,24,130,40,38,15,4,0,1,2,0,1,0,1,0,0,5,0,0,0,0,6,6,1.153846154,0,1.666666667
20190329LTLG0,20190329,LT,LG,0,T,0,0,L,0,24,145,35,29,6,2,0,1,0,0,0,0,5,0,1,9,1,1,0,0,2,2,0.25,0,1.333333333
20190329LTLG0,20190329,LG,LT,0,B,0,0,W,2,27,121,35,29,6,2,0,0,0,0,1,1,3,0,1,5,2,0,0,0,1,1,1,0,0.9
20190329NCHH0,20190329,NC,HH,0,T,0,0,L,0,24,143,41,36,13,3,0,2,2,0,1,0,3,0,1,9,1,0,0,0,9,9,1.5,0,3.428571429
20190329NCHH0,20190329,HH,NC,0,B,0,0,W,0,27,136,34,32,7,0,0,0,0,0,0,0,2,0,0,8,1,0,0,0,0,0,0.333333333,0,0.9
20190329OBSS0,20190329,OB,SS,0,T,0,0,W,0,27,133,36,36,11,2,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,1,0.9,0,1.333333333
20190329OBSS0,20190329,SS,OB,0,B,0,0,L,0,27,181,41,36,11,3,0,1,0,0,0,0,5,0,0,6,2,1,0,0,3,3,1.666666667,0,1.636363636
20190329SKWO0,20190329,WO,SK,0,B,0,0,L,0,27,141,40,33,10,3,0,0,1,1,1,0,5,0,1,2,2,0,0,0,5,5,0.2,0,0.75
20190329SKWO0,20190329,SK,WO,0,T,0,0,W,2,27,149,38,35,9,1,0,0,1,0,0,1,2,0,0,10,0,1,0,0,2,2,1,0,1
20190330HTKT0,20190330,KT,HT,0,B,0,0,W,1,27,140,37,32,6,1,0,0,0,1,0,0,4,0,1,10,0,0,1,0,2,2,2.25,0,1.5
20190330HTKT0,20190330,HT,KT,0,T,0,0,L,0,24,175,40,33,10,0,0,1,0,0,0,1,6,0,0,10,0,0,0,0,6,5,1.5,0,0.818181818
20190330LTLG0,20190330,LG,LT,0,B,0,0,L,0,27,149,41,34,9,2,0,0,1,0,0,3,4,0,0,8,0,1,0,0,7,5,1.363636364,0,1.090909091
20190330LTLG0,20190330,LT,LG,0,T,0,0,W,0,27,134,35,30,3,0,0,0,2,0,0,1,3,0,1,11,0,1,0,0,1,1,0,0,0.666666667
20190330NCHH0,20190330,NC,HH,0,T,0,0,L,0,24,186,47,33,9,3,0,1,2,0,1,0,12,0,1,4,0,2,0,0,13,10,4.714285714,0,1.2
20190330NCHH0,20190330,HH,NC,0,B,0,0,W,0,27,129,41,35,12,3,0,0,0,0,0,0,4,0,2,10,2,1,0,0,5,5,1.153846154,0,3.857142857
20190330OBSS0,20190330,SS,OB,0,B,0,0,L,0,27,111,34,30,5,2,0,1,0,0,0,0,4,0,0,4,2,0,0,0,4,4,1.5,0,0.9
20190330OBSS0,20190330,OB,SS,0,T,0,0,W,0,27,138,35,30,5,1,0,1,1,0,1,1,3,0,0,9,0,3,0,0,2,2,0,0,1
20190330SKWO0,20190330,WO,SK,0,B,0,0,W,1,27,128,31,28,3,0,0,0,1,0,1,0,1,0,1,8,0,1,0,0,1,1,0,0,1.285714286
20190330SKWO0,20190330,SK,WO,0,T,0,0,L,0,24,164,36,32,7,2,0,0,0,1,0,0,4,0,0,10,0,1,0,0,3,2,2.142857143,0,3
20190331HTKT0,20190331,KT,HT,0,B,0,0,L,0,27,168,39,32,7,0,0,0,0,0,0,1,5,0,1,4,1,1,0,0,4,3,1.285714286,0,0.9
20190331HTKT0,20190331,HT,KT,0,T,0,0,W,1,27,166,41,36,9,1,0,1,0,0,0,0,5,2,0,11,0,0,0,0,2,2,0.75,0,2
20190331LTLG0,20190331,LG,LT,0,B,0,0,W,0,30,156,44,35,9,2,1,1,3,0,2,1,6,0,0,6,0,0,0,0,5,5,1.25,0,0.75
20190331LTLG0,20190331,LT,LG,0,T,0,0,L,1,28,156,44,41,12,2,0,0,2,0,0,0,2,0,1,5,1,4,0,0,6,5,2.625,0,1
