G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20170331HHOB0,20170331,OB,HH,0,B,0,0,W,0,27,129,33,29,4,0,0,0,0,1,1,0,3,0,0,8,0,1,0,0,0,0,0.6,0,1.2
20170331HHOB0,20170331,HH,OB,0,T,0,0,L,0,24,134,33,27,4,1,0,0,3,0,0,2,2,0,2,8,0,0,0,0,3,1,0.6,0,0.272727273
20170331HTSS0,20170331,SS,HT,0,B,0,0,L,0,27,180,42,34,7,1,1,3,0,1,0,0,8,0,0,5,0,1,0,0,7,6,2,0,3.428571429
20170331HTSS0,20170331,HT,SS,0,T,0,0,W,0,27,115,33,31,7,1,0,2,0,0,1,0,1,0,0,7,1,1,0,0,2,2,0,0,1.333333333
20170331KTSK0,20170331,SK,KT,0,B,0,0,L,0,27,139,37,35,9,2,0,1,0,1,0,0,2,1,0,8,1,0,0,1,3,2,1.2,0,0.818181818
20170331KTSK0,20170331,KT,SK,0,T,0,0,W,2,27,130,36,33,8,1,0,0,1,0,1,0,0,0,1,8,1,0,0,0,2,2,1.5,0,0.272727273
20170331LGWO0,20170331,WO,LG,0,B,0,0,L,0,27,151,34,31,4,0,0,1,0,0,0,0,3,0,0,10,1,0,0,0,2,1,0,0,1
20170331LGWO0,20170331,LG,WO,0,T,0,0,W,3,27,122,34,30,5,2,1,0,0,0,0,0,4,0,0,6,2,2,0,1,1,1,1.125,0,0.818181818
20170331LTNC0,20170331,LT,NC,0,T,0,0,L,0,24,160,38,32,11,5,0,1,2,2,0,0,4,0,2,9,0,0,0,0,6,5,2,0,3.6
20170331LTNC0,20170331,NC,LT,0,B,0,0,W,1,27,133,34,33,7,2,0,1,0,1,0,0,0,0,1,8,0,1,0,0,5,3,3,0,1
20170401HHOB0,20170401,HH,OB,0,T,0,0,W,0,33,208,49,42,9,0,0,1,1,0,0,1,6,0,0,7,0,1,0,0,5,5,3,0,3
20170401HHOB0,20170401,OB,HH,0,B,0,0,L,0,33,198,54,44,16,2,0,1,0,0,4,0,6,1,0,8,0,2,0,0,6,6,1.263157895,0,1.909090909
20170401HTSS0,20170401,SS,HT,0,B,0,0,L,0,30,167,49,43,14,2,1,0,0,0,1,1,3,1,1,9,0,0,0,2,9,7,3,0,1.363636364
20170401HTSS0,20170401,HT,SS,0,T,0,0,W,0,30,182,47,39,10,1,0,1,1,0,1,0,4,1,3,8,0,2,0,0,7,3,2.333333333,0,1.2
20170401KTSK0,20170401,SK,KT,0,B,0,0,L,0,27,112,30,30,3,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,0,0.75
20170401KTSK0,20170401,KT,SK,0,T,0,0,W,1,27,108,32,32,7,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0.272727273
20170401LGWO0,20170401,WO,LG,0,B,0,0,L,0,27,150,39,36,11,5,0,2,1,0,1,0,1,0,1,9,0,0,1,0,8,8,1.5,0,0.6
