G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20200505HHSK0,20200505,HH,SK,0,T,1,0,W,0,27,101,30,29,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.75
20200505HHSK0,20200505,SK,HH,0,B,0,0,L,0,27,115,35,31,8,3,0,0,0,1,2,0,2,0,0,5,1,0,0,0,3,3,1.5,1.2,1.333333333
20200505LTKT0,20200505,KT,LT,0,B,0,0,L,0,27,154,37,32,7,1,0,2,0,0,0,1,4,0,0,9,1,0,0,0,7,7,3,1.285714286,1.875
20200505LTKT0,20200505,LT,KT,0,T,0,0,W,0,27,155,35,30,5,1,0,1,0,1,0,0,5,0,0,8,1,0,0,0,2,2,0,1,2.571428571
20200505NCSS0,20200505,SS,NC,0,B,0,0,L,0,27,144,35,33,7,2,0,3,0,0,0,0,2,0,0,9,0,0,0,0,4,4,1.5,1.058823529,2.142857143
20200505NCSS0,20200505,NC,SS,0,T,0,0,W,0,27,134,36,30,3,0,0,0,0,1,0,0,6,0,0,8,0,1,0,0,0,0,0.6,1,3
20200505OBLG0,20200505,OB,LG,0,T,0,0,L,0,24,146,36,30,10,6,1,1,1,1,0,0,5,0,1,6,1,2,0,0,8,8,3.5,1.285714286,3
20200505OBLG0,20200505,LG,OB,0,B,0,0,W,2,27,148,34,30,6,1,0,1,0,0,0,1,3,0,0,9,1,0,0,0,2,2,0,0.75,1.5
20200505WOHT0,20200505,WO,HT,0,T,0,0,W,0,27,154,37,32,6,1,0,0,0,0,0,0,4,0,1,7,2,0,0,0,2,0,1,1.5,1.875
20200505WOHT0,20200505,HT,WO,0,B,0,0,L,0,27,186,44,38,12,3,0,2,0,0,0,0,6,0,0,5,1,0,0,0,11,11,7,2.142857143,3.428571429
20200506HHSK0,20200506,HH,SK,0,T,0,0,L,0,24,144,37,33,9,3,0,2,3,0,1,0,3,0,0,8,0,2,0,0,5,5,1.2,2.625,1.5
20200506HHSK0,20200506,SK,HH,0,B,0,0,W,1,27,138,35,31,5,1,0,1,0,0,0,0,4,0,0,5,1,1,0,0,2,2,1.2,0.333333333,1.875
20200506LTKT0,20200506,KT,LT,0,B,0,0,L,0,27,153,41,36,12,2,0,1,1,1,0,3,1,0,1,6,0,2,0,0,9,9,0.75,1.5,0.461538462
20200506LTKT0,20200506,LT,KT,0,T,0,0,W,0,27,122,38,35,8,2,0,1,1,0,0,1,2,0,0,3,0,0,0,0,4,3,0.333333333,0.5,0.666666667
20200506NCSS0,20200506,NC,SS,0,T,0,0,W,4,27,145,34,32,5,1,0,3,0,0,0,0,1,0,1,11,0,0,0,0,3,3,0,0.375,0.3
20200506NCSS0,20200506,SS,NC,0,B,0,0,L,0,27,155,40,33,8,1,0,2,2,2,0,0,6,0,1,8,0,0,0,0,4,4,1,1.5,1.333333333
20200506OBLG0,20200506,OB,LG,0,T,0,0,W,1,27,136,36,33,6,0,0,0,1,0,0,0,2,0,1,6,1,0,0,0,2,1,0.375,1,1.714285714
20200506OBLG0,20200506,LG,OB,0,B,0,0,L,0,27,144,37,35,12,1,0,1,0,0,0,1,1,0,0,3,2,0,0,0,5,5,1.5,3,1.875
20200506WOHT0,20200506,HT,WO,0,B,0,0,L,0,27,142,35,31,7,1,1,0,1,0,1,2,1,0,0,11,0,0,0,0,3,2,0.428571429,0.888888889,1
20200506WOHT0,20200506,WO,HT,0,T,0,0,W,1,27,118,37,35,9,2,0,1,0,0,1,0,1,0,0,9,0,0,0,0,2,2,1.2,1.111111111,1
20200507HHSK0,20200507,HH,SK,0,T,0,0,W,0,27,164,45,39,15,2,2,0,0,0,0,0,4,0,2,8,3,1,0,0,4,4,1.2,2,7.5
20200507HHSK0,20200507,SK,HH,0,B,0,0,L,0,27,165,42,37,13,1,0,0,4,0,0,0,5,0,0,7,3,1,0,0,8,8,3.857142857,2.823529412,2.333333333
20200507LTKT0,20200507,LT,KT,0,T,0,0,W,2,27,139,35,33,7,2,0,0,0,1,0,0,2,0,0,4,0,2,0,0,3,3,0.333333333,1.125,2.142857143
20200507LTKT0,20200507,KT,LT,0,B,0,0,L,0,27,157,45,40,14,2,0,1,0,0,1,0,4,0,0,3,1,1,0,0,7,6,1.363636364,2.076923077,1.090909091
20200507NCSS0,20200507,NC,SS,0,T,0,0,W,0,27,151,38,32,5,1,0,0,0,0,0,0,5,0,1,8,0,1,0,0,2,2,0.666666667,1,1
20200507NCSS0,20200507,SS,NC,0,B,0,0,L,0,27,170,44,35,9,2,0,1,0,0,1,1,5,0,2,6,0,0,0,0,8,7,1.636363636,1.714285714,0.9
20200507OBLG0,20200507,OB,LG,0,T,0,0,W,0,27,136,34,30,7,2,0,0,0,0,1,1,2,0,0,7,1,0,0,0,3,3,0.6,1.5,1.2
20200507OBLG0,20200507,LG,OB,0,B,0,0,L,0,27,152,42,40,14,2,0,1,0,1,0,1,0,0,1,4,0,0,0,0,9,6,1.125,2.307692308,2.142857143
20200507WOHT0,20200507,HT,WO,0,B,0,0,W,0,27,141,38,34,9,4,0,1,1,0,0,1,3,0,0,6,0,0,0,0,5,5,1.25,1.173913043,1.5
20200507WOHT0,20200507,WO,HT,0,T,0,0,L,2,24,162,43,38,16,2,0,2,0,0,0,0,4,0,1,7,2,0,0,0,8,8,1.8,2.285714286,5
20200508HHWO0,20200508,HH,WO,0,T,0,0,L,0,24,141,38,34,10,0,1,2,0,0,0,0,3,0,1,6,0,1,0,1,5,5,2.4,1.736842105,6
20200508HHWO0,20200508,WO,HH,0,B,0,0,W,1,27,130,33,31,6,0,0,1,0,1,0,0,2,0,0,7,1,0,0,0,3,3,1.5,0.409090909,0.230769231
20200508HTSS0,20200508,HT,SS,0,T,0,0,L,0,24,149,37,30,6,3,0,1,1,2,0,0,7,0,0,6,0,0,0,0,5,4,1.5,1.333333333,2.571428571
20200508HTSS0,20200508,SS,HT,0,B,0,0,W,0,27,142,36,30,5,1,0,0,0,1,0,0,6,0,0,9,1,1,0,0,0,0,0.428571429,1,1.333333333
20200508KTOB0,20200508,KT,OB,0,T,0,0,W,0,27,142,38,34,8,3,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,3,1,1.25,3
20200508KTOB0,20200508,OB,KT,0,B,0,0,L,0,27,194,51,47,22,4,1,1,0,0,0,1,2,0,1,7,0,0,0,0,12,12,1.75,3,4.714285714
20200508LGNC0,20200508,LG,NC,0,T,0,0,L,0,24,189,44,37,13,3,1,2,1,0,0,0,7,0,0,4,0,0,0,0,13,13,3.375,2.538461538,2.625
20200508LGNC0,20200508,NC,LG,0,B,0,0,W,0,27,139,41,34,9,3,0,0,0,0,0,1,4,0,2,9,0,0,0,0,5,5,1,1,2.333333333
20200508SKLT0,20200508,LT,SK,0,B,0,0,W,0,30,157,45,40,13,3,1,2,4,0,1,2,2,0,0,7,0,0,0,0,8,8,2,1.578947368,1.090909091
20200508SKLT0,20200508,SK,LT,0,T,0,0,L,1,28,174,43,39,13,4,0,4,1,1,0,1,2,0,1,10,0,2,0,0,9,9,1.285714286,0.833333333,2.625
20200509HHWO0,20200509,WO,HH,0,B,0,0,W,2,27,135,36,33,10,2,0,1,0,1,1,0,1,0,1,4,1,1,0,0,3,3,0.857142857,1.222222222,0.6
20200509HHWO0,20200509,HH,WO,0,T,0,0,L,0,24,158,36,28,4,0,0,1,2,0,0,0,7,0,1,8,0,1,0,0,5,4,3.75,1.375,0.666666667
20200509HTSS0,20200509,HT,SS,0,T,0,0,L,0,24,190,46,36,13,3,1,0,1,1,0,1,7,1,2,9,0,1,1,0,14,13,5.142857143,1.263157895,2
20200509HTSS0,20200509,SS,HT,0,B,0,0,W,3,27,158,35,29,7,2,0,1,0,0,0,0,4,0,2,4,4,0,0,1,2,2,1.5,1.428571429,2.142857143
20200510HHWO0,20200510,HH,WO,0,T,0,0,L,0,24,146,35,31,8,2,1,0,0,0,0,1,3,1,0,6,0,0,0,0,6,5,1.875,2.076923077,0.9
20200510HHWO0,20200510,WO,HH,0,B,0,0,W,1,27,136,36,35,12,1,0,1,1,0,0,0,1,0,0,7,1,1,0,0,3,3,0.375,1.714285714,2.25
20200510HTSS0,20200510,HT,SS,0,T,0,0,W,0,27,132,35,31,6,2,0,2,0,0,0,1,3,0,0,6,1,0,0,0,3,3,0,1.333333333,1
20200510HTSS0,20200510,SS,HT,0,B,0,0,L,0,27,183,49,42,15,4,0,2,0,0,0,1,5,0,1,7,1,0,0,1,12,8,3,2.181818182,3.375
20200510KTOB0,20200510,KT,OB,0,T,0,0,L,0,31,209,55,49,18,1,0,3,0,1,0,0,6,0,0,4,0,1,0,1,13,12,3.5,2.2,0.857142857
20200510KTOB0,20200510,OB,KT,0,B,0,0,W,1,33,198,52,48,16,2,0,3,0,0,0,1,3,0,0,8,0,0,0,0,12,12,3.857142857,1.333333333,0.857142857
20200510LGNC0,20200510,NC,LG,0,B,0,0,L,1,27,202,46,40,15,4,0,4,3,0,0,1,5,0,0,6,1,2,0,0,10,10,2,2.25,2.333333333
20200510LGNC0,20200510,LG,NC,0,T,0,0,W,1,27,162,43,38,12,2,0,1,0,0,0,1,3,0,1,6,1,0,0,0,8,7,1.875,12,2.25
20200510SKLT0,20200510,LT,SK,0,B,0,0,W,0,27,108,29,29,3,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0.428571429,0
20200510SKLT0,20200510,SK,LT,0,T,0,0,L,0,24,125,33,29,6,0,0,1,0,1,0,0,4,0,0,4,1,1,0,1,4,4,1,1.105263158,1
